,username,type,to
4820,@Bsauce2488,RT,@ESPNNBA
4821,@Huuunnybunnn,RT,@JCrossover
4822,@7Mosleyy,RT,@ComplexSports
4823,@n0t__yours,Tweet,@n0t__yours
4824,@dwbey74,RT,@CristalBarzz
4825,@JunstaDomous,Tweet,@JunstaDomous
4826,@loveatseacarla,RT,@SonyaJo48474936
4827,@LLBoolZay,RT,@AlexFeuz
4828,@oggydoggyy_,RT,@BleacherReport
4829,@coppinalum79,RT,@CristalBarzz
4830,@MsDoll_Face,RT,@joromiahhh
4831,@johoichiba,Tweet,@johoichiba
4832,@kimalexapr,Tweet,@kimalexapr
4833,@DismayaFd,RT,@enews
4834,@Octane_PR,Tweet,@Octane_PR
4835,@JPII02,Tweet,@JPII02
4836,@WallaceLord1,RT,@CristalBarzz
4837,@cuntspiracyp,RT,@curvellas
4838,@_Healing_Hearts,Tweet,@_Healing_Hearts
4839,@Black_mambao24,RT,@enews
4840,@elinycman,Tweet,@elinycman
4841,@VEXED_afro,Tweet,@VEXED_afro
4842,@bullishbearfoh,RT,@MattNorlander
4843,@REINALDOZABALA4,RT,@timelesssports_
4844,@ByronGraffiti,RT,@Mamba_Insider
4845,@devonodom_,RT,@SportsCenter
4846,@RobnsonT,RT,@Bvilo1
4847,@LilSleepyFloyd,RT,@LilSleepyFloyd2
4848,@cafer1905_06,Tweet,@cafer1905_06
4849,@RoxxAlott,Tweet,@RoxxAlott
4850,@ados_strong,Tweet,@ados_strong
4851,@yoreid,RT,@LevooE
4852,@twodigitz23,Tweet,@twodigitz23
4853,@FLEXIN3X,RT,@CristalBarzz
4854,@HappyKat9,RT,@2LarryJohnson7
4855,@WriteKnoxPress,Tweet,@WriteKnoxPress
4856,@MetalFingerz47,RT,@Mamba_Insider
4857,@beanzyobama,RT,@ESPNNBA
4858,@NC_Slimm,RT,@MambaCenter
4859,@josecedeno5,RT,@cprocuna
4860,@willlove17,RT,@1776_NOAH_711
4861,@backwoodmami1,RT,@curvellas
4862,@AlligatorPurse,Tweet,@AlligatorPurse
4863,@JacobeChester,RT,@footwork_king1
4864,@jayhall88,RT,@BleacherReport
4865,@LtaxNf,Tweet,@LtaxNf
4866,@ASVPxNaylor,RT,@timelesssports_
4867,@RomanYennifer,RT,@Complex
4868,@ohh__lee,RT,@MarathonCupcake
4869,@Evan_Ater,RT,@ESPNNBA
4870,@NoLimitJay1995,RT,@ESPNNBA
4871,@RodneyRikai,Tweet,@RodneyRikai
4872,@drpatfarrell,Tweet,@drpatfarrell
4873,@mjsangel2011,RT,@Omar_777_
4874,@mariagonzalezg8,RT,@enews
4875,@NoTexture,RT,@OprahSide
4876,@D_Gerbie,RT,@Dan_goesout
4877,@Almightykingcj,RT,@BleacherReport
4878,@Swankutz,RT,@Mamba_Insider
4879,@Word2Dour,RT,@cavs
4880,@TerrellAntonio5,RT,@CristalBarzz
4881,@IngreeZ,RT,@mediotiempo
4882,@TommyTrill2,RT,@BleacherReport
4883,@callmelouiee_,RT,@espn
4884,@Mac_Tastic1,RT,@_JasonLT
4885,@Marnsantana,RT,@GIGANTESbasket
4886,@Kreo_Commander,Tweet,@Kreo_Commander
4887,@webster_perry,RT,@MattNorlander
4888,@TonyaMC52229405,RT,@timelesssports_
4889,@tsunamia9,RT,@JCrossover
4890,@noticiaspemundo,Tweet,@noticiaspemundo
4891,@Reggiew_21,RT,@SportsCenter
4892,@PapeChaseDotCom,RT,@PaperChaserBlog
4893,@sspoon213,RT,@TMZ
4894,@MaxitoElMaje,RT,@Butterfly_424
4895,@pnutbuttajellii,RT,@Complex
4896,@SouffRichard,RT,@tysonbeckdesign
4897,@_Manzzz,RT,@timelesssports_
4898,@ItskovichRom,Tweet,@ItskovichRom
4899,@Weezus_Dunks96,RT,@MambaCenter
4900,@realrun,RT,@realrun
4901,@jing_mian,RT,@cavs
4902,@Russian_Starr,RT,@VerySmartBros
4903,@NicolaMannelli,RT,@Eurosport_IT
4904,@KND_83,RT,@SportsCenter
4905,@pnutbuttajellii,RT,@Mamba_Insider
4906,@AccThirteen_,RT,@BleacherReport
4907,@74GGM492,RT,@2LarryJohnson7
4908,@CaptainTilly_,RT,@onlychyld
4909,@SayThankYouLORD,RT,@BleacherReport
4910,@Hectorp9Perez,RT,@Mamba_Insider
4911,@rockclub1989,Tweet,@rockclub1989
4912,@_DearSabrina_,RT,@LakeShowFamily
4913,@mrdomoresayless,RT,@Mamba_Insider
4914,@dimarm7,RT,@Rantanp49061536
4915,@Ava_ABQuteee,Tweet,@Ava_ABQuteee
4916,@GIGANTESbasket,Tweet,@GIGANTESbasket
4917,@CameronCrazy25,RT,@BleacherReport
4918,@tksmooth_,RT,@BleacherReport
4919,@alannaDayeeee_,RT,@InternationalO
4920,@PastorBackwoods,RT,@philpapi_
4921,@CorDebarre,RT,@Mamba_Insider
4922,@j_henry28,Tweet,@j_henry28
4923,@TiyNotTy,RT,@LakeShowFamily
4924,@CaptainTilly_,RT,@onlychyld
4925,@meggnk,RT,@CorreyCtheG
4926,@Dizzy_214,RT,@BleacherReport
4927,@Tino804,Tweet,@Tino804
4928,@donnamay111,RT,@B52Malmet
4929,@Ryanfrissora,RT,@BleacherReport
4930,@PrimeHerbo,RT,@DeeSportsTalk
4931,@TreyNBA_,RT,@MambaCenter
4932,@HeyRicoSuaveDos,RT,@MambaCenter
4933,@DarthVader_o,Tweet,@DarthVader_o
4934,@skaly08,Tweet,@skaly08
4935,@awilliams498,RT,@enews
4936,@TiaMurae,RT,@latimesent
4937,@DOLLAONE,RT,@IsaacHayes3
4938,@anahireal77,RT,@enews
4939,@Ss0Y4,Tweet,@Ss0Y4
4940,@jcoats10,RT,@SportsCenter
4941,@pinguChani,RT,@Complex
4942,@muhammednaeem7,RT,@RashadJuniorr
4943,@PaperChaserBlog,Tweet,@PaperChaserBlog
4944,@aleynaTHFC,Tweet,@aleynaTHFC
4945,@kitten_1964,Tweet,@kitten_1964
4946,@officialjongz,RT,@BleacherReport
4947,@donald17t,Tweet,@donald17t
4948,@kingcarrr,RT,@caaessynn
4949,@CollinaTobia,RT,@tysonbeckdesign
4950,@Prada_Gee_,RT,@BleacherReport
4951,@trey_15lindsey,RT,@AudelDelToro
4952,@OrlandohMoh,RT,@Mamba_Insider
4953,@itsMichaelJ,RT,@MambaCenter
4954,@barackolino,Tweet,@barackolino
4955,@Pharaoh_369,RT,@CristalBarzz
4956,@aleksrza,RT,@Complex
4957,@bullishbearfoh,RT,@MarkG_Medina
4958,@Showtime7_Cm,RT,@Mamba_Insider
4959,@yourwifejazz,RT,@enews
4960,@RonMFlores,RT,@MattNorlander
4961,@MHJay_,RT,@SportsCenter
4962,@wHatsamowatt,RT,@TheHoopCentral
4963,@Oaznatural,RT,@SportsCenter
4964,@Snailgoop,RT,@BattyLaBelle
4965,@BasketballPics,RT,@MambaCenter
4966,@VRico14,RT,@BleacherReport
4967,@alonzofuqua,RT,@timelesssports_
4968,@yanster34,RT,@timelesssports_
4969,@PaigeRaya,RT,@StephanieHypes
4970,@Issa2k20,RT,@cabrillo24
4971,@RightThruTheMid,Tweet,@RightThruTheMid
4972,@marigold1154,RT,@angellopez612
4973,@IanJMrqz,Tweet,@IanJMrqz
4974,@DirtyD6994,RT,@ColovosZachary
4975,@TroyBeasley2002,RT,@SportsCenter
4976,@Z7trailblazer,Tweet,@Z7trailblazer
4977,@256_noah,Tweet,@256_noah
4978,@hydranqeas_,RT,@curvellas
4979,@AbeezyOchoTrey,RT,@enews
4980,@RickiRich,RT,@Mamba_Insider
4981,@LeoTheWizard,Tweet,@LeoTheWizard
4982,@Rethabile_Kobe,Tweet,@Rethabile_Kobe
4983,@PraiseJahmarley,RT,@ESPNNBA
4984,@Bosayyy,RT,@LakersReporter
4985,@KincadeLuke,RT,@MIGGGGA
4986,@Gary_Erdelyi,RT,@SportsCenter
4987,@kirklandRI01,RT,@Russianvids11
4988,@At0F3GS,RT,@ESPNNBA
4989,@isaiahdavis97,RT,@CristalBarzz
4990,@BballProblemz,RT,@MambaCenter
4991,@ScottayB89,Tweet,@ScottayB89
4992,@SKORPYONQUEEN,RT,@Jmillio1000
4993,@803_dreamchaser,RT,@Mamba_Insider
4994,@kd_diep,RT,@BleacherReport
4995,@MJ23KOBE24,RT,@ESPNNBA
4996,@postmaazlone,RT,@ibIuemyself
4997,@Nbjadedd,RT,@TheHoopCentral
4998,@YeahISaidIt_pod,Tweet,@YeahISaidIt_pod
4999,@bisbila,RT,@timelesssports_
