,username,type,to
1882,@vclarao,RT,@LakeShowFamily
1883,@MannyPerez23,RT,@espn
1884,@JJSoria,RT,@espn
1885,@ovodaanny,RT,@espn
1886,@ThaNegroSwan,RT,@ESPNNBA
1887,@Shanyia_Brown,RT,@RickeySmiley
1888,@black_massiah,RT,@timelesssports_
1889,@TmanJets,RT,@Mamba_Insider
1890,@Allenemcc,Tweet,@Allenemcc
1891,@larenard,Tweet,@larenard
1892,@Tibry_OVO,RT,@espn
1893,@Pink_Chinasa,RT,@extratv
1894,@shadow_walkerOZ,Tweet,@shadow_walkerOZ
1895,@jerribbby21,RT,@DKuzNY
1896,@TheMoFactor,RT,@TorraineWalker
1897,@LowLevelTHUG,RT,@SportsCenter
1898,@idenitys,Tweet,@idenitys
1899,@ITSDANKSINATRA,RT,@CristalBarzz
1900,@pappytayy09,RT,@BlueTheGreat
1901,@montrealknox,RT,@timelesssports_
1902,@gabogarcia1124,RT,@espn
1903,@legendaryfrey,RT,@BleacherReport
1904,@ThankYouKobe824,RT,@DetroitPistons
1905,@gdatiger97,RT,@espn
1906,@12rlockhart63,RT,@SportsCenter
1907,@Azee_zatou,RT,@tolusaba
1908,@dem_bulls77,RT,@ESPNNBA
1909,@_benny24,RT,@SportsCenter
1910,@yousufshaaban1,Tweet,@yousufshaaban1
1911,@SolomonMNKing,RT,@TheHoopCentral
1912,@Gustavo__BB,RT,@isookmoon
1913,@Dbailey7_,RT,@espn
1914,@durant__jr_,RT,@timelesssports_
1915,@IGARA919,RT,@theScore
1916,@bezy_bby,RT,@mattyicestan
1917,@TrentonRl,RT,@SportsCenter
1918,@Complex,Tweet,@Complex
1919,@JayDee_abuck,RT,@espn
1920,@king_vince39,RT,@Complex
1921,@Jujujunior,RT,@ESPNNBA
1922,@johnnEdepth,RT,@DeeSportsTalk
1923,@Jus2Trill,RT,@ComplexSports
1924,@markeboylee,RT,@jaeminpic
1925,@adrenaline_gmr,RT,@espn
1926,@Mickeyyy_0,RT,@BleacherReport
1927,@1stBankofDank,RT,@TheHoopCentral
1928,@Killa_Kara,RT,@ESPNNBA
1929,@licerio_xymon,Tweet,@licerio_xymon
1930,@Dyllanyoung32,RT,@ESPNNBA
1931,@madisonsmother1,RT,@espn
1932,@nokobenolife,Tweet,@nokobenolife
1933,@mexicanmamba93,RT,@SportsCenter
1934,@MontalbanoNY,Tweet,@MontalbanoNY
1935,@Peaches68156342,RT,@tariqnasheed
1936,@Rethabile_Kobe,Tweet,@Rethabile_Kobe
1937,@Almo_AlD,RT,@theScore
1938,@jeandralebeauf,Tweet,@jeandralebeauf
1939,@StarkOfWntrfell,RT,@MartinFannon
1940,@ForeverFlyBrian,RT,@Mamba_Insider
1941,@jaredrosner18,RT,@cavs
1942,@morriscthomas,RT,@espn
1943,@melissax1125,RT,@people
1944,@dat_bwilly_dude,RT,@Mamba_Insider
1945,@India_gooner,RT,@BSO
1946,@shaictz,Tweet,@shaictz
1947,@chanterambro,RT,@daniecal
1948,@Uliieee2Good,RT,@BleacherReport
1949,@DeMiGoDD27,Tweet,@DeMiGoDD27
1950,@devjrba1863,RT,@yoStax
1951,@ThankYouKobe824,RT,@DetroitPistons
1952,@MJfan2306,RT,@ESPNNBA
1953,@MontalbanoNY,RT,@cavs
1954,@_benny24,RT,@theScore
1955,@__DHALE,RT,@espn
1956,@PKSen79904874,Tweet,@PKSen79904874
1957,@SheBe_Shay,RT,@joromiahhh
1958,@Kobehawk2,RT,@DeeSportsTalk
1959,@soulfulwmn,RT,@Mamba_Insider
1960,@badtroysarg,RT,@ali_behpoornia
1961,@donomoorehead,RT,@timelesssports_
1962,@1stladyofsports,RT,@cavs
1963,@DannyT28_,Tweet,@DannyT28_
1964,@basictrell2,Tweet,@basictrell2
1965,@y_u_mad_brahh,RT,@tysonbeckdesign
1966,@Ryan_Magee12,RT,@espn
1967,@ThankYouKobe824,RT,@DetroitPistons
1968,@svntino,RT,@espn
1969,@Penguin_Sebasti,RT,@ESPNNBA
1970,@yli_82,RT,@20m
1971,@brramp,RT,@espn
1972,@Matt_Money15,RT,@espn
1973,@instaTrap,RT,@lyonelholmes
1974,@blissministries,RT,@gary_hensel
1975,@blktechwarrior,Tweet,@blktechwarrior
1976,@hiphopsince1982,RT,@cavs
1977,@_Babs_98,RT,@timelesssports_
1978,@_FreeGucciGuwop,RT,@BleacherReport
1979,@Enoughselflove7,RT,@joromiahhh
1980,@MurrayP_,RT,@espn
1981,@people,Tweet,@people
1982,@__Angelzz,RT,@SportsCenter
1983,@BallabhaQ,RT,@enews
1984,@Jv_Tweetss,RT,@SportsCenter
1985,@ThankYouKobe824,RT,@DetroitPistons
1986,@dsgrijalva,RT,@thegenesisinv
1987,@CrazeyAlex,Tweet,@CrazeyAlex
1988,@777CashOut777,RT,@WereInStock
1989,@Berlioz54,RT,@basketusa
1990,@erikbarajas2221,RT,@ABC7
1991,@Kingandrews7,RT,@espn
1992,@TTaesarang,Tweet,@TTaesarang
1993,@Nicolinhoooo,Tweet,@Nicolinhoooo
1994,@Ivery_Jaylan,RT,@Mamba_Insider
1995,@EVANCHENG_ONE,RT,@SportsCenter
1996,@ThankYouKobe824,RT,@grdrive
1997,@JahBlessAyiti,RT,@DeeSportsTalk
1998,@ThankYouKobe824,RT,@grdrive
1999,@mtlpurps,Tweet,@mtlpurps
2000,@Chef_FEZ,RT,@espn
2001,@DBrass33,RT,@nikka202
2002,@NativeboyART1,RT,@BleacherReport
2003,@Qtheman21,RT,@espn
2004,@BroYouGood,RT,@SaycheeseDGTL
2005,@JohnnyNBA,Tweet,@JohnnyNBA
2006,@smw232002,RT,@espn
2007,@rousrousrous2,RT,@MovistarCine
2008,@129Spaso,RT,@TheHoopCentral
2009,@ThankYouKobe824,RT,@grdrive
2010,@SeanRyan3,RT,@espn
2011,@fknlex,RT,@ABC7
2012,@Tyyy_Dietrich,Tweet,@Tyyy_Dietrich
2013,@tarike341,RT,@S_Motivasyon
2014,@Kobe_ofori16,Tweet,@Kobe_ofori16
2015,@Berlioz54,RT,@ThibaudVezirian
2016,@Just_Dandy_,RT,@Mamba_Insider
2017,@SteveFrost21,RT,@espn
2018,@VoinStef,RT,@espn
2019,@jorrrr__,RT,@cavs
2020,@10thstnardy,RT,@juicemanDj2
2021,@thatomos,RT,@enews
2022,@Speedsxx,RT,@espn
2023,@MoruaAlexandra,RT,@bwags
2024,@EricWu597,RT,@SportsCenter
2025,@Miaalit_,RT,@BlueTheGreat
2026,@FORSALEonEBAY,RT,@WereInStock
2027,@DDDGURU,RT,@NSRcaScout
2028,@TpFlyGerian,RT,@espn
2029,@ELPORTERHOUS,RT,@ESPNmx
2030,@JayHilts,RT,@cavs
2031,@kjstine48,RT,@espn
2032,@yourboyroy47,Tweet,@yourboyroy47
2033,@KingMaine_,RT,@espn
2034,@dlg96_,RT,@BleacherReport
2035,@djshelton8,RT,@KTVU
2036,@La_VerdadSonora,Tweet,@La_VerdadSonora
2037,@YourUnkleTom,RT,@SaycheeseDGTL
2038,@EAalldayyy,RT,@espn
2039,@DantheWEDGEman,RT,@MambaCenter
2040,@drserven_ESQ,RT,@theScore
2041,@ThankYouKobe824,RT,@DetroitPistons
2042,@leximcave,RT,@espn
2043,@NonameNino,Tweet,@NonameNino
2044,@mikel_hicks,RT,@espn
2045,@RobertMobley1,RT,@espn
2046,@daytimeee_21,RT,@BleacherReport
2047,@ALEX__TX,RT,@SaycheeseDGTL
2048,@Ganster_30,RT,@espn
2049,@GodElJay,RT,@CristalBarzz
2050,@ThankYouKobe824,RT,@DetroitPistons
2051,@vicleolions,Tweet,@vicleolions
2052,@jmkarmstrong,RT,@Newsweek
2053,@pjswmt,RT,@jaeminpic
2054,@lafuentedavids,RT,@Pasion_Basket1
2055,@DeHoyosBoyo,RT,@BleacherReport
2056,@Fifa16pack,Tweet,@Fifa16pack
2057,@604salute,RT,@JellyrollEarl
2058,@edwardveauthier,RT,@espn
2059,@elevin3911,RT,@espn
2060,@Gizzle_Maanee,RT,@Gizzle_Maanee
2061,@Zimmsy,RT,@espn
2062,@CarolinaSharie,RT,@VerySmartBros
2063,@HoopingLavishly,RT,@BleacherReport
2064,@dlg96_,RT,@espn
2065,@SuperFanSpecK99,RT,@espn
2066,@khalil_rodz,RT,@timelesssports_
2067,@ElTrapcity67,RT,@timelesssports_
2068,@Vexingmonarch1,RT,@CristalBarzz
2069,@dzlr0,RT,@DerrickPennel
2070,@iAmMissMichelle,RT,@ESPNNBA
2071,@KiaaSaid,RT,@TravelGxd
2072,@Uliieee2Good,RT,@espn
2073,@arthur_safarian,RT,@espn
2074,@DavidJWehner2,RT,@espn
2075,@Masykuri1000,RT,@imanlagi
2076,@reuben81691,RT,@espn
2077,@DavidSwirv,RT,@espn
2078,@hassan_lebron,RT,@espn
2079,@MJ23KOBE24,RT,@SportsCenter
2080,@hartnett243,RT,@espn
2081,@MariahM2423,RT,@madirotert
2082,@drum0826_,RT,@espn
2083,@lauranaj2,Tweet,@lauranaj2
2084,@tristancg33,RT,@espn
2085,@will_edmunds04,RT,@espn
2086,@zgeary5,Tweet,@zgeary5
2087,@HumBautista,RT,@theScore
2088,@CoachIsh_,RT,@espn
2089,@lobsterpattyxxx,RT,@RodneyRikai
2090,@HerciMerci,RT,@MjsGoat
2091,@_ladrea,RT,@badgalvall
2092,@jaedacabunoc,RT,@espn
2093,@Sir_TFreakiiiii,RT,@SaycheeseDGTL
2094,@__Tron12,RT,@Mamba_Insider
2095,@little_belize,RT,@Mamba_Insider
2096,@JustAshT32,RT,@Dave11W
2097,@GcephasNmr,RT,@SaycheeseDGTL
2098,@Chill_Lew,RT,@espn
2099,@ShaedonMeadors,RT,@espn
2100,@KILLIO_JALEN,RT,@DeeSportsTalk
2101,@jmorrislindo,RT,@ESPNNBA
2102,@Prodigy_Pancho,RT,@Prodigy_Pancho
2103,@ThaddeusRobin11,Tweet,@ThaddeusRobin11
2104,@imacswift,RT,@imacswift
2105,@BakuhamGodpower,Tweet,@BakuhamGodpower
2106,@IngramKissy,Tweet,@IngramKissy
2107,@Offficial_Dre,Tweet,@Offficial_Dre
2108,@BDooley_VTFAN,RT,@espn
2109,@HaroldHughley,RT,@espn
2110,@BrandonPrincesa,Tweet,@BrandonPrincesa
2111,@marklinbautista,RT,@LakersNation
2112,@prensacorreo,Tweet,@prensacorreo
2113,@MarkAMoya,RT,@espn
2114,@SorayaMcDonald,Tweet,@SorayaMcDonald
2115,@CiniManuel92,RT,@espn
2116,@sportguysport,Tweet,@sportguysport
2117,@ovokobe24,RT,@espn
2118,@legendaryjoel_,RT,@LakeShowFamily
2119,@SimplySOUF,RT,@espn
2120,@_veteranCraig,RT,@espn
2121,@TigerNE_CU,Tweet,@TigerNE_CU
2122,@hittertrigg,RT,@espn
2123,@LucasNeil_,RT,@espn
2124,@DjLXS10,RT,@LakeShowFamily
2125,@BrianManjie,RT,@ESPNNBA
2126,@eduardocruz__,RT,@espn
2127,@Feemy82,Tweet,@Feemy82
2128,@The_Welder89,RT,@espn
2129,@simplynursetone,RT,@espn
2130,@KaidoJr,RT,@TorraineWalker
2131,@Acebrodee,RT,@tysonbeckdesign
2132,@Bars4Mars,RT,@TylerIAm
2133,@Chaftmatic,RT,@espn
2134,@JJCarrido,RT,@LakersReporter
2135,@MamaPlayz,RT,@patronseats
2136,@DanielMc1906,RT,@espn
2137,@caloosavista208,RT,@LisaBondBrewer
2138,@BeGreatDez,RT,@espn
2139,@SonOfAJones,RT,@TorraineWalker
2140,@Fumez_vous,RT,@enews
2141,@StephhhLynn96,Tweet,@StephhhLynn96
2142,@tukitoyoru1,Tweet,@tukitoyoru1
2143,@Prime_BRuss,Tweet,@Prime_BRuss
2144,@Juanlujimenez10,RT,@GeorginaHolguin
2145,@TheExiaOyeleke,RT,@JerseyHeightsO
2146,@AGirlNamedNelly,RT,@LegionHoops
2147,@vinzzanity,Tweet,@vinzzanity
2148,@mrezakml,RT,@BleacherReport
2149,@LoyalistWeeb,RT,@RE_UMP40
2150,@CoachEddy22,RT,@BleacherReport
2151,@NonameNino,Tweet,@NonameNino
2152,@ThaDalaiMama,Tweet,@ThaDalaiMama
2153,@gmcsavanaisbest,RT,@BarackObama
2154,@Just_Dandy_,RT,@timelesssports_
2155,@_Damianmalik,RT,@BleacherReport
2156,@wgreen3,Tweet,@wgreen3
2157,@Chumbolex,Tweet,@Chumbolex
2158,@barofool,RT,@nikka202
2159,@Lauren_cowden,RT,@ChargersLegion
2160,@kvngjeffrey,RT,@averygunn
2161,@juda_iv,RT,@espn
2162,@SchrockGarrett,RT,@espn
2163,@DavinhoRonaldo,RT,@espn
2164,@MursiAhmad,RT,@AinEspanol
2165,@fandole44,RT,@ESPNNBA
2166,@zerojuls,RT,@infobaeamerica
2167,@dremurray3,Tweet,@dremurray3
2168,@kristiana_stock,RT,@espn
2169,@Sir_TFreakiiiii,RT,@espn
2170,@GrooveSDC,RT,@HOT97
2171,@2defBlk,Tweet,@2defBlk
2172,@vmurguia16,RT,@enews
2173,@mohamed8997,RT,@OprahSide
2174,@Sfrieszell,RT,@espn
2175,@Brandon_Hicks24,RT,@espn
2176,@dnice_nolimit,Tweet,@dnice_nolimit
2177,@Crypto__Obama,RT,@CryptoKobe3
2178,@mikeraphaelade,Tweet,@mikeraphaelade
2179,@RebsTweet,RT,@LinnyMarie5
2180,@nightmraes,Tweet,@nightmraes
2181,@Lamont_1010,RT,@ESPNNBA
2182,@TheDaveGrant,Tweet,@TheDaveGrant
2183,@Oscvrrr,RT,@Complex
2184,@Ampluhfied,RT,@timelesssports_
2185,@Notorious318Big,Tweet,@Notorious318Big
2186,@AngelChavez727,RT,@espn
2187,@CarolHumphrey20,Tweet,@CarolHumphrey20
2188,@Deaundrey6,RT,@Deaundrey6
2189,@RachelMclownthy,Tweet,@RachelMclownthy
2190,@WarmiiiTUpChris,RT,@timelesssports_
2191,@vxaii_,RT,@JoelEmbiid
2192,@Ladylynn2141,RT,@ArrmiaBenton
2193,@Prince_Kilian,Tweet,@Prince_Kilian
2194,@WereInStock,Tweet,@WereInStock
2195,@braylan_smith,RT,@espn
2196,@CalebsVengeance,Tweet,@CalebsVengeance
2197,@justpg_,RT,@CristalBarzz
2198,@jonyang20470513,RT,@lakersfanclubuk
2199,@YoungSheft,Tweet,@YoungSheft
2200,@Princeoz11_,RT,@espn
2201,@thatboykyle19,RT,@espn
2202,@MissNasir_,RT,@puemalol
2203,@FabianLeyva7,RT,@espn
2204,@GrooveSDC,RT,@enews
2205,@lauramveee,RT,@Mamba_Insider
2206,@Aj_RipSticks,Tweet,@Aj_RipSticks
2207,@breezega,RT,@espn
2208,@Mitchel84768275,RT,@AudelDelToro
2209,@edubwilliams,RT,@espn
2210,@courtneyk018,RT,@bwags
2211,@RaNCaN23,RT,@cavs
2212,@Just_Dandy_,RT,@DeeSportsTalk
2213,@oc_sports,RT,@espn
2214,@HjRock,RT,@espn
2215,@Leonardsvibe16,RT,@espn
2216,@Deaundrey6,Tweet,@Deaundrey6
2217,@TMoneyx_,RT,@espn
2218,@MjsGoat,Tweet,@MjsGoat
2219,@RyanWoolridge5,RT,@espn
2220,@musicformymom,RT,@OmowaleAfrika
2221,@vkxkrksdn,RT,@karleesteel
2222,@martes_ernest,RT,@tysonbeckdesign
2223,@ChrisCovax,Tweet,@ChrisCovax
2224,@Niconfederate,Tweet,@Niconfederate
2225,@ethan_v3,RT,@NYYDJ2
2226,@DanielGennuso,Tweet,@DanielGennuso
2227,@MartinezSeeb,RT,@timelesssports_
2228,@jsipser,RT,@B52Malmet
2229,@FvckLaDarin_,RT,@cavs
2230,@kevinkilel,RT,@BleacherReport
2231,@Thirst_D,Tweet,@Thirst_D
2232,@NALRKL,RT,@espn
2233,@HaafsatGarba,RT,@enews
2234,@musicformymom,RT,@OmowaleAfrika
2235,@_alw75,RT,@espn
2236,@GreensteinZach,RT,@espn
2237,@Bakersman_Joe,RT,@DeeSportsTalk
2238,@lee_sanghoo,Tweet,@lee_sanghoo
2239,@jose_zarate14,RT,@Mamba_Insider
2240,@sekeshawty,RT,@curvellas
2241,@truereal1,Tweet,@truereal1
2242,@DoK1NG,RT,@espn
2243,@TakeNoDaysOff24,RT,@espn
2244,@yslnorman,RT,@IamKrisLondon
2245,@LongevityGrams2,RT,@CristalBarzz
2246,@GrooveSDC,RT,@ABC7
2247,@jahleeno,RT,@LakeShowFamily
2248,@CalebGreyAcea,RT,@puemalol
2249,@Tone_is_Truth,RT,@espn
2250,@RealRoyallty,RT,@Mamba_Insider
2251,@FosterBrown9,RT,@SportsCenter
2252,@ImInABindNate,RT,@rhondamaryvids
2253,@DanceNhiphop,RT,@espn
2254,@OffficialMonty_,RT,@Mamba_Insider
2255,@MamaPlayz,RT,@AMBIANCESC
2256,@RyanWoolridge5,RT,@LegionHoops
2257,@_MUMBO_,RT,@SaycheeseDGTL
2258,@PaidroClassic__,RT,@tysonbeckdesign
2259,@Lakeralex17,RT,@espn
2260,@josuelito_07,RT,@theScore
2261,@nckm13,RT,@SportsCenter
2262,@BaviJavi,RT,@espn
2263,@NotArlindi,RT,@HoopsVids
2264,@Rasulscott,RT,@KyMurda
2265,@Jwooo24,RT,@CoreyB08
2266,@thelifeofagoat,RT,@espn
2267,@moshah_23,RT,@theScore
2268,@OnlyOneBurwell_,RT,@timelesssports_
2269,@xkaj0x,RT,@espn
2270,@randell1992,RT,@IsaacHayes3
2271,@Ted_X,RT,@espn
2272,@d_cowboyss88,RT,@LegionHoops
2273,@ImBackMaybe,RT,@SaycheeseDGTL
2274,@WeaseDeana,RT,@LakerFiles
2275,@DaveMattinglyJr,RT,@espn
2276,@Just_Dandy_,RT,@Mamba_Insider
2277,@egle_chris,RT,@LakerFiles
2278,@AZPrepSpotlight,Tweet,@AZPrepSpotlight
2279,@quazs_,Tweet,@quazs_
2280,@Da67Giant,RT,@BleacherReport
2281,@DjLXS10,RT,@tysonbeckdesign
2282,@badgalvall,RT,@enews
2283,@KingAymeric,Tweet,@KingAymeric
2284,@Rock_hunt50,RT,@SportsCenter
2285,@ellie_stover33,RT,@espn
2286,@matheus_ofera,RT,@espn
2287,@sbandaa19,RT,@enews
2288,@RachLWade,RT,@jo12jo12
2289,@ShaBal20,RT,@IsaacHayes3
2290,@illBeth,Tweet,@illBeth
2291,@SoHeise,RT,@SaycheeseDGTL
2292,@paystobesolo,RT,@espn
2293,@__xashanti,RT,@A__LeeFamous
2294,@beaches2_25,RT,@wdwadoreyou
2295,@BlazerBoy88,Tweet,@BlazerBoy88
2296,@TUDNMEX,Tweet,@TUDNMEX
2297,@CarterXXii,RT,@espn
2298,@kaylalovesdogs_,RT,@Complex
2299,@Payin_Mathers,RT,@Complex
2300,@TheRealDjango,RT,@SXMUrbanView
2301,@DeezyFinesseDoe,RT,@byCRUZIN
2302,@Ohrxb,RT,@ESPNNBA
2303,@measfbutch,RT,@timelesssports_
2304,@go_dumb_dee,RT,@Mamba_Insider
2305,@BossFlu,RT,@BleacherReport
2306,@Mvchiavelli_,RT,@isookmoon
2307,@TribeMikewilson,RT,@espn
2308,@bonSlaught,RT,@Mamba_Insider
2309,@Jordan1257Tyler,RT,@espn
2310,@Ok_is_okey,RT,@infobaeamerica
2311,@GrooveSDC,RT,@enews
2312,@Flawlengence,RT,@iamlerose
2313,@QueenxKush,Tweet,@QueenxKush
2314,@BHUD02,RT,@espn
2315,@YoQuieroSuBoca,RT,@CristalBarzz
2316,@MamaPlayz,RT,@HOT97
2317,@viperrob,RT,@StephanieHypes
2318,@bradleylizamajr,RT,@BleacherReport
2319,@PhyllisStewart1,Tweet,@PhyllisStewart1
2320,@flytattedpapi,RT,@OprahSide
2321,@Mannyjuana_92,Tweet,@Mannyjuana_92
2322,@Drehms,RT,@espn
2323,@EdwardLynch,Tweet,@EdwardLynch
2324,@RaulVegas4,RT,@espn
2325,@MamaPlayz,RT,@LinnyMarie5
2326,@Aletheamatthew7,Tweet,@Aletheamatthew7
2327,@sadeeqnayaya,RT,@BleacherReport
2328,@vinson_jess,RT,@espn
2329,@LLius12,RT,@MrChuckD
2330,@MJ23KOBE24,RT,@espn
2331,@TravelGxd,Tweet,@TravelGxd
2332,@jerry_gunsley61,RT,@espn
2333,@PLOPablo12,RT,@espn
2334,@DanielO_BA,RT,@theScore
2335,@andrea_cpla,RT,@IamKrisLondon
2336,@CloutGodOfcl_YT,RT,@timelesssports_
2337,@SIN24Horas,Tweet,@SIN24Horas
2338,@AfrimacTV,RT,@CristalBarzz
2339,@NeezLouize,Tweet,@NeezLouize
2340,@DD10Z_,RT,@LakersNation
2341,@morcillf,RT,@BleacherReport
2342,@Ladylynn2141,RT,@Chawaui
2343,@barisemreyalcin,RT,@timelesssports_
2344,@itsbrionnn,Tweet,@itsbrionnn
2345,@Bwatts18,RT,@timelesssports_
2346,@RyanWoolridge5,RT,@espn
2347,@Michaelbtwt,RT,@espn
2348,@adam_ferow,RT,@espn
2349,@Kee4short,Tweet,@Kee4short
2350,@_EmmanuelMorgan,Tweet,@_EmmanuelMorgan
2351,@TestaDallas,RT,@espn
2352,@TKOSimpson,RT,@espn
2353,@Reginal35043265,RT,@espn
2354,@Jarr0d___,RT,@cavs
2355,@C_Chandler17,RT,@espn
2356,@antdvis,RT,@LakersNation
2357,@Chris_vallejo8,RT,@espn
2358,@kobe_tama,Tweet,@kobe_tama
2359,@Um_Martian,RT,@SaycheeseDGTL
2360,@SpikeOnTheMic,Tweet,@SpikeOnTheMic
2361,@ariblonda,RT,@daniecal
2362,@8yTn2oaWQ4oEMQ4,RT,@juday68364073
2363,@AbudoHulda,RT,@dudewithsign
2364,@pinchelizbeth,RT,@enews
2365,@AshleyD_0717,RT,@bwags
2366,@Pooh_Bear8686,RT,@timelesssports_
2367,@mo_noor13,Tweet,@mo_noor13
2368,@mexican_kobe,RT,@therealelp
2369,@caloosavista208,RT,@realJoWenke
2370,@IvyLuther2,RT,@realJoWenke
2371,@DDT7797,RT,@Mamba_Insider
2372,@biglos661,RT,@espn
2373,@isookmoon,Tweet,@isookmoon
2374,@adboyland,RT,@espn
2375,@__blvckk,RT,@ESPNNBA
2376,@kobe__xp,RT,@adrianxnegretex
2377,@Matt66286530,RT,@timelesssports_
2378,@Sul_Darko,Tweet,@Sul_Darko
2379,@Ajbean_,RT,@SaycheeseDGTL
2380,@ClarenceShepa16,RT,@espn
2381,@hyuckbitch,RT,@jaeminpic
2382,@hungamo,RT,@espn
2383,@aimchenry,RT,@TheHoopCentral
2384,@Chrusciki12,Tweet,@Chrusciki12
2385,@Destined627,RT,@VerySmartBros
2386,@iJutario,RT,@BleacherReport
2387,@eunicembb,RT,@ComplexSports
2388,@Pink_Chinasa,RT,@RgSoletzky
2389,@IMmaduabuchi2,RT,@ESPNNBA
2390,@axproano76,RT,@espn
2391,@WhyNotBRich,RT,@espn
2392,@JayHancock19,Tweet,@JayHancock19
2393,@RyanFriedland,RT,@thegenesisinv
2394,@ThrowedYP,RT,@AmbyMoe
2395,@angelaleeh,RT,@espn
2396,@mexican_kobe,RT,@tanyamel
2397,@king23solomon,RT,@nikka202
2398,@krisangelEdily,RT,@BleacherReport
2399,@BPawavichahn,RT,@SportsCenter
2400,@shelovestino,RT,@ESPNNBA
2401,@MRocum,RT,@FTFonFS1
2402,@jguzman_13,Tweet,@jguzman_13
2403,@_Legendary_6,RT,@espn
2404,@UncleDJay,RT,@Will_Rucker3_AD
2405,@JackieB_25,RT,@espn
2406,@rozmareee,RT,@StephanieHypes
2407,@chadmooney2,RT,@espn
2408,@Enwagboso,RT,@espn
2409,@DjLXS10,RT,@Mamba_Insider
2410,@OuJmc,Tweet,@OuJmc
2411,@theptgamer55,RT,@espn
2412,@Heatwavvee__,RT,@CristalBarzz
2413,@fuckin_hector16,RT,@Mamba_Insider
2414,@JykelMac,RT,@LakeShowFamily
2415,@tina_gotsoul,Tweet,@tina_gotsoul
2416,@tinnkky,Tweet,@tinnkky
2417,@AirealDWilliams,RT,@espn
2418,@uoysuck,RT,@ABC7
2419,@bryanshrk23,RT,@LakeShowFamily
2420,@Gilbert47711408,RT,@SportsCenter
2421,@Jets_Native,RT,@Mamba_Insider
2422,@heyycaitlinj,RT,@espn
2423,@juankilezcano,RT,@theScore
2424,@Im_Shad_B,Tweet,@Im_Shad_B
2425,@ShooBeDooBeDo,RT,@wayward_son27
2426,@devbino__,RT,@FatKidDeals
2427,@CrazyCrow30,RT,@ABC7
2428,@Watterszn,RT,@ForePlayPod
2429,@mexican_kobe,Tweet,@mexican_kobe
2430,@rob3rtrod,RT,@LakeShowFamily
2431,@mpiazza05,RT,@parallelecinico
2432,@tremioni,RT,@Mamba_Insider
2433,@still_chosen1,RT,@timelesssports_
2434,@rrobearr,RT,@BleacherReport
2435,@enews,Tweet,@enews
2436,@JohnnyNBA,Tweet,@JohnnyNBA
2437,@pulques_elrey,RT,@espn
2438,@BtcBeReal,RT,@SportsCenter
2439,@Western_Wizzy,RT,@espn
2440,@MattMcKnight33,RT,@espn
2441,@byCRUZIN,Tweet,@byCRUZIN
2442,@TheOlivesMount,RT,@DKuzNY
2443,@_Stoon_,Tweet,@_Stoon_
2444,@AB__25,RT,@espn
2445,@kobe__xp,RT,@toobrazyjay
2446,@m_cochran7,RT,@cavs
2447,@AATSPglobal,Tweet,@AATSPglobal
2448,@_jaackiee27,RT,@espn
2449,@stern_cdt,RT,@espn
2450,@Joker77860_,RT,@Rimk694
2451,@Will_Rucker3_AD,Tweet,@Will_Rucker3_AD
2452,@badtroysarg,RT,@espn
2453,@BGood2B,RT,@espn
2454,@billy_barnes23,RT,@espn
2455,@BlueDevilXIII,RT,@espn
2456,@JTrab_,RT,@kinggtur
2457,@madirotert,Tweet,@madirotert
2458,@ESPNLosAngeles,RT,@espn
2459,@garza_jared,RT,@espn
2460,@Ohrxb,RT,@timelesssports_
2461,@usimsu_j,Tweet,@usimsu_j
2462,@TheOnlyCux,RT,@espn
2463,@anthoxyloto,RT,@CristalBarzz
2464,@_nadeemthedream,RT,@MambaCenter
2465,@aquarian0291,RT,@timelesssports_
2466,@eclase11,RT,@tariqnasheed
2467,@withloveleilah,RT,@Freeyourmindkid
2468,@theonlyacr,RT,@ESPNLosAngeles
2469,@MicahHowa,RT,@Mamba_Insider
2470,@zach_c98,RT,@espn
2471,@_TiagoMartins77,RT,@B24PT
2472,@Lesedi89820780,RT,@espn
2473,@badgalvall,Tweet,@badgalvall
2474,@GrangerResist,RT,@CNN
2475,@Ballout_Kid4,RT,@timelesssports_
2476,@Bra_Kobe,Tweet,@Bra_Kobe
2477,@MoBella_,Tweet,@MoBella_
2478,@brandon85342808,RT,@espn
2479,@bchill997,RT,@SportsCenter
2480,@hoescallmeleek,RT,@espn
2481,@malia0bama,RT,@curvellas
2482,@TheSpeedster27,RT,@espn
2483,@Elijah_Isaiah24,RT,@caaessynn
2484,@Lil_Nicki_Gh,RT,@cavs
2485,@LwazilwakheM,RT,@BleacherReport
2486,@CjKofi,RT,@DeeSportsTalk
2487,@NSRcaScout,Tweet,@NSRcaScout
2488,@Sherry_137,RT,@MambaCenter
2489,@keixhndrxx,RT,@OprahSide
2490,@mexican_kobe,Tweet,@mexican_kobe
2491,@jaycandleguy,RT,@JustJ_E_D
2492,@NoLimitJay1995,RT,@TylerIAm
2493,@IKeptItToo_Real,RT,@espn
2494,@clbalfd713,RT,@espn
2495,@kofi_stevenson,RT,@espn
2496,@edubwilliams,RT,@timelesssports_
2497,@King_David98,RT,@Mamba_Insider
2498,@johoe_supremeee,RT,@espn
2499,@Brysonfreda,RT,@tariqnasheed
2500,@KhorRating,Tweet,@KhorRating
2501,@Jstagz1,RT,@espn
2502,@Kobe_Prono,Tweet,@Kobe_Prono
2503,@PleasantPups,Tweet,@PleasantPups
